instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"DODGE, SOMAYEH",3.5,3.3,13,53%,https://www.ratemyprofessors.com/professor/2657627,Geography,"PARTICIPATION MATTERS, GROUP PROJECTS, CLEAR GRADING CRITERIA, CARING, AMAZING LECTURES, PARTICIPATION MATTERS, GROUP PROJECTS, INSPIRATIONAL, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER"
"RUPERT, PETER",2.8,3.7,102,30%,https://www.ratemyprofessors.com/professor/1098627,Economics,"TOUGH GRADER, TEST HEAVY, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, LECTURE HEAVY, GET READY TO READ, TEST HEAVY, GRADED BY FEW THINGS"
"AMBRUSTER-SANDOVAL, RALPH",4.2,2.4,42,100%,https://www.ratemyprofessors.com/professor/172227,Ethnic Studies,"INSPIRATIONAL, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, GET READY TO READ, INSPIRATIONAL, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, AMAZING LECTURES, INSPIRATIONAL, CARING, ACCESSIBLE OUTSIDE CLASS, INSPIRATIONAL, CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING"
"SALDIVAR, TANAKA",4.1,2.3,7,66%,https://www.ratemyprofessors.com/professor/1553008,Anthropology,"GROUP PROJECTS, GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, GROUP PROJECTS, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, RESPECTED, GET READY TO READ, GROUP PROJECTS"
"MARTIN, DANIEL",5.0,3.3,3,100%,https://www.ratemyprofessors.com/professor/3108841,Economics,"AMAZING LECTURES, CARING, HILARIOUS, AMAZING LECTURES, CARING, AMAZING LECTURES, HILARIOUS, CARING, AMAZING LECTURES, HILARIOUS, CARING"
"BARND, NATCHEE",5.0,1.0,1,100%,https://www.ratemyprofessors.com/professor/3144070,History,None
"LOW, SENG",2.4,4.3,240,21%,https://www.ratemyprofessors.com/professor/1256774,Biology,"TEST HEAVY, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, HILARIOUS, TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, HILARIOUS, TEST HEAVY, TOUGH GRADER, TEST HEAVY, GROUP PROJECTS, HILARIOUS, TEST HEAVY"
"BERMUDEZ, SILVIA",3.1,3.3,53,20%,https://www.ratemyprofessors.com/professor/549479,Languages,"GET READY TO READ, PARTICIPATION MATTERS, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS, PARTICIPATION MATTERS, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, PARTICIPATION MATTERS, GRADED BY FEW THINGS, GIVES GOOD FEEDBACK, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS"
"ALVES, JAIME",2.8,3.2,22,45%,https://www.ratemyprofessors.com/professor/2558342,Black Studies,"GET READY TO READ, PARTICIPATION MATTERS, TOUGH GRADER, GRADED BY FEW THINGS, AMAZING LECTURES, GET READY TO READ, PARTICIPATION MATTERS, LECTURE HEAVY, GET READY TO READ, PARTICIPATION MATTERS, GET READY TO READ, EXTRA CREDIT, AMAZING LECTURES, TOUGH GRADER, PARTICIPATION MATTERS, SO MANY PAPERS"
"CAMSARI, KEREM",4.8,2.8,9,100%,https://www.ratemyprofessors.com/professor/2960689,Engineering,"AMAZING LECTURES, CARING, INSPIRATIONAL, LECTURE HEAVY, TEST HEAVY, AMAZING LECTURES, AMAZING LECTURES, GRADED BY FEW THINGS, AMAZING LECTURES, TEST HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, INSPIRATIONAL, CARING"
"PALANIAPPAN, V.",2.9,3.5,21,52%,https://www.ratemyprofessors.com/professor/3041445,Statistics,"TEST HEAVY, CARING, GET READY TO READ, TOUGH GRADER, CLEAR GRADING CRITERIA, GET READY TO READ, CARING, TEST HEAVY"
"BUI, AN",1.0,5.0,1,,https://www.ratemyprofessors.com/professor/3079583,Biology,"TOUGH GRADER, TOUGH GRADER"
"GERMAN, TAMSIN",4.5,2.0,209,92%,https://www.ratemyprofessors.com/professor/289948,Psychology,"AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, CLEAR GRADING CRITERIA, HILARIOUS, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, ONLINE SAVVY, CLEAR GRADING CRITERIA, CARING, RESPECTED, CLEAR GRADING CRITERIA, HILARIOUS, CARING"
"MILLER, JACK",4.7,2.0,49,97%,https://www.ratemyprofessors.com/professor/2889823,Statistics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, EXTRA CREDIT, GIVES GOOD FEEDBACK, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL, EXTRA CREDIT, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, RESPECTED, CARING"
"ALDANA, GERARDO",3.1,3.6,48,100%,https://www.ratemyprofessors.com/professor/421368,Ethnic Studies,"EXTRA CREDIT, GROUP PROJECTS, AMAZING LECTURES, INSPIRATIONAL, HILARIOUS, RESPECTED, GRADED BY FEW THINGS, HILARIOUS, RESPECTED, HILARIOUS, GROUP PROJECTS"
"HOLMES, SARAH ",2.8,2.0,47,55%,https://www.ratemyprofessors.com/professor/3044607,Fine Arts,"PARTICIPATION MATTERS, BEWARE OF POP QUIZZES, LECTURE HEAVY, TOUGH GRADER, EXTRA CREDIT, PARTICIPATION MATTERS, TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, PARTICIPATION MATTERS, BEWARE OF POP QUIZZES, TOUGH GRADER, BEWARE OF POP QUIZZES, LECTURE HEAVY"
"PAZOS, STEPHANIE",1.0,4.3,24,,https://www.ratemyprofessors.com/professor/3080855,Chemistry,"TOUGH GRADER, LOTS OF HOMEWORK, TEST HEAVY, SO MANY PAPERS, PARTICIPATION MATTERS, TOUGH GRADER, LOTS OF HOMEWORK, TOUGH GRADER, TOUGH GRADER, PARTICIPATION MATTERS, TOUGH GRADER, TOUGH GRADER"
"STREICHAN, SEBASTIAN",4.5,2.8,13,100%,https://www.ratemyprofessors.com/professor/2354923,Physics,"AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GIVES GOOD FEEDBACK, AMAZING LECTURES, RESPECTED, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, LECTURE HEAVY, GRADED BY FEW THINGS, EXTRA CREDIT, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS"
"NATIDO, AMOS",4.1,2.0,8,100%,https://www.ratemyprofessors.com/professor/3149691,Mathematics,"EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, GIVES GOOD FEEDBACK, RESPECTED, GIVES GOOD FEEDBACK, RESPECTED, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, EXTRA CREDIT, EXTRA CREDIT, CARING, GRADED BY FEW THINGS"
"DAI, XIANZHE",2.6,3.5,173,22%,https://www.ratemyprofessors.com/professor/346088,Mathematics,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LOTS OF HOMEWORK, HILARIOUS, GRADED BY FEW THINGS, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL, CARING, CLEAR GRADING CRITERIA, LECTURE HEAVY, GRADED BY FEW THINGS, HILARIOUS, CARING, TEST HEAVY"
"PANDEY, PUJA",4.0,3.0,33,72%,https://www.ratemyprofessors.com/professor/2988389,Statistics,"BEWARE OF POP QUIZZES, AMAZING LECTURES, CARING, TEST HEAVY, GROUP PROJECTS, AMAZING LECTURES, CARING, LECTURE HEAVY, TOUGH GRADER, BEWARE OF POP QUIZZES, LECTURE HEAVY, GROUP PROJECTS, BEWARE OF POP QUIZZES, CARING, AMAZING LECTURES, BEWARE OF POP QUIZZES, LECTURE HEAVY"
"GILMORE, TIMOTHY",3.0,2.6,27,44%,https://www.ratemyprofessors.com/professor/2020145,English,"GET READY TO READ, GRADED BY FEW THINGS, AMAZING LECTURES, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GET READY TO READ, BEWARE OF POP QUIZZES, BEWARE OF POP QUIZZES, GRADED BY FEW THINGS, ONLINE SAVVY, GRADED BY FEW THINGS, GET READY TO READ, AMAZING LECTURES, GET READY TO READ, PARTICIPATION MATTERS"
"ARENAS-VELAZQUEZ, ERIKA",2.2,3.2,16,25%,https://www.ratemyprofessors.com/professor/2235158,Sociology,"EXTRA CREDIT, LOTS OF HOMEWORK, TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, EXTRA CREDIT, AMAZING LECTURES, CARING, GET READY TO READ, EXTRA CREDIT, GRADED BY FEW THINGS, EXTRA CREDIT, GRADED BY FEW THINGS"
"MARTIN, JEN",3.4,2.9,89,60%,https://www.ratemyprofessors.com/professor/1981967,History,"GET READY TO READ, PARTICIPATION MATTERS, LECTURE HEAVY, CARING, SKIP CLASS? YOU WON'T PASS., GET READY TO READ, PARTICIPATION MATTERS, LECTURE HEAVY, PARTICIPATION MATTERS, LECTURE HEAVY, TOUGH GRADER, PARTICIPATION MATTERS, CARING, GET READY TO READ, SO MANY PAPERS, LECTURE HEAVY, GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS"
"ORLANDO, MARK",4.4,2.5,53,83%,https://www.ratemyprofessors.com/professor/1969949,Exercise  Sport Studies,"GROUP PROJECTS, CARING, ACCESSIBLE OUTSIDE CLASS, RESPECTED, INSPIRATIONAL, EXTRA CREDIT, GROUP PROJECTS, CLEAR GRADING CRITERIA, EXTRA CREDIT, GROUP PROJECTS, TEST HEAVY, INSPIRATIONAL, HILARIOUS, CARING, PARTICIPATION MATTERS, LECTURE HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL, CARING"
"PELLOW, DAVID",4.9,2.3,40,100%,https://www.ratemyprofessors.com/professor/2151033,Environmental Science  Mgmt.,"INSPIRATIONAL, RESPECTED, AMAZING LECTURES, CARING, GET READY TO READ, GET READY TO READ, AMAZING LECTURES, INSPIRATIONAL, HILARIOUS, CARING, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL, EXTRA CREDIT, AMAZING LECTURES, BEWARE OF POP QUIZZES"
"SEGURA, DENISE",2.0,3.6,28,8%,https://www.ratemyprofessors.com/professor/239947,Sociology,"TOUGH GRADER, GET READY TO READ, GRADED BY FEW THINGS, PARTICIPATION MATTERS, LOTS OF HOMEWORK, GET READY TO READ, GRADED BY FEW THINGS"
"CHADA, JOE",4.5,2.9,26,92%,https://www.ratemyprofessors.com/professor/2517201,Chemical Engineering,"GROUP PROJECTS, ACCESSIBLE OUTSIDE CLASS, CARING, AMAZING LECTURES, GIVES GOOD FEEDBACK, GROUP PROJECTS, AMAZING LECTURES, INSPIRATIONAL, INSPIRATIONAL, LOTS OF HOMEWORK, CARING, AMAZING LECTURES, LOTS OF HOMEWORK, CARING, GIVES GOOD FEEDBACK, LECTURE HEAVY, ACCESSIBLE OUTSIDE CLASS, GROUP PROJECTS, GRADED BY FEW THINGS, ACCESSIBLE OUTSIDE CLASS"
"TAYLOR, CATHERINE",3.3,3.2,24,54%,https://www.ratemyprofessors.com/professor/2468644,Sociology,"TOUGH GRADER, LOTS OF HOMEWORK, CARING, GET READY TO READ, PARTICIPATION MATTERS, PARTICIPATION MATTERS, AMAZING LECTURES, CARING, EXTRA CREDIT, TOUGH GRADER, PARTICIPATION MATTERS, LOTS OF HOMEWORK, TOUGH GRADER, GIVES GOOD FEEDBACK, LOTS OF HOMEWORK"
"GRASSET, ELOI",4.6,2.7,17,93%,https://www.ratemyprofessors.com/professor/2146665,Spanish & Portuguese,"PARTICIPATION MATTERS, AMAZING LECTURES, CLEAR GRADING CRITERIA, HILARIOUS, RESPECTED, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, LECTURE HEAVY, TOUGH GRADER, GET READY TO READ, PARTICIPATION MATTERS, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, GRADED BY FEW THINGS, PARTICIPATION MATTERS, GRADED BY FEW THINGS, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, CARING"
"MALVINNI, DAVID",2.7,2.2,15,33%,https://www.ratemyprofessors.com/professor/2992085,Music,"LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, PARTICIPATION MATTERS, GROUP PROJECTS, LECTURE HEAVY, GRADED BY FEW THINGS, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LOTS OF HOMEWORK"
"NIELSEN, ERIK",3.9,2.6,42,72%,https://www.ratemyprofessors.com/professor/1254486,Environmental Science,"CLEAR GRADING CRITERIA, HILARIOUS, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, AMAZING LECTURES, CLEAR GRADING CRITERIA, GRADED BY FEW THINGS, CARING, ACCESSIBLE OUTSIDE CLASS, GRADED BY FEW THINGS, GET READY TO READ, CLEAR GRADING CRITERIA, CARING, LECTURE HEAVY, GRADED BY FEW THINGS"
"CARLSON, JEAN",2.8,3.9,29,52%,https://www.ratemyprofessors.com/professor/1477994,Physics,"LOTS OF HOMEWORK, LECTURE HEAVY, TOUGH GRADER, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, LECTURE HEAVY, LECTURE HEAVY, GET READY TO READ, LOTS OF HOMEWORK, LECTURE HEAVY, TOUGH GRADER, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, LOTS OF HOMEWORK, CARING, LECTURE HEAVY"
"MILDENBERGER, MATTO",4.0,3.3,26,73%,https://www.ratemyprofessors.com/professor/2206290,Political Science,"GROUP PROJECTS, LECTURE HEAVY, GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, PARTICIPATION MATTERS, PARTICIPATION MATTERS, GROUP PROJECTS, AMAZING LECTURES, CARING, RESPECTED, GRADED BY FEW THINGS, GROUP PROJECTS, LECTURE HEAVY, LECTURE HEAVY"
"MOREJON, CAROL",5.0,3.0,1,100%,https://www.ratemyprofessors.com/professor/3153468,Spanish,"PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING, PARTICIPATION MATTERS, LOTS OF HOMEWORK, CARING"
"EL-HASAN, HASAN",4.9,2.3,17,100%,https://www.ratemyprofessors.com/professor/3121401,Mathematics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, RESPECTED, HILARIOUS, CLEAR GRADING CRITERIA, HILARIOUS, CARING, AMAZING LECTURES, INSPIRATIONAL, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, CARING, CARING, RESPECTED"
"CARR, DAVID",4.4,2.7,14,100%,https://www.ratemyprofessors.com/professor/748114,Geography,"INSPIRATIONAL, CARING, RESPECTED, EXTRA CREDIT, AMAZING LECTURES, INSPIRATIONAL, CARING, RESPECTED, INSPIRATIONAL, CARING, ONLINE SAVVY, RESPECTED, LECTURE HEAVY, INSPIRATIONAL, AMAZING LECTURES, EXTRA CREDIT"
"SANTORO, ALYSON",5.0,2.2,6,100%,https://www.ratemyprofessors.com/professor/2355075,Biology,"CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS., PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, LECTURE HEAVY, GIVES GOOD FEEDBACK, CARING, RESPECTED, RESPECTED, SKIP CLASS? YOU WON'T PASS., ACCESSIBLE OUTSIDE CLASS"
"BAKSHI, RHEA",4.2,2.9,28,82%,https://www.ratemyprofessors.com/professor/3042736,Mathematics,"CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, EXTRA CREDIT, TEST HEAVY, CLEAR GRADING CRITERIA, CARING, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, EXTRA CREDIT, CLEAR GRADING CRITERIA, CARING, EXTRA CREDIT, AMAZING LECTURES, CLEAR GRADING CRITERIA"
"WILSON, JUSTIN",3.7,3.5,10,60%,https://www.ratemyprofessors.com/professor/3150990,Chemistry,"LECTURE HEAVY, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, TEST HEAVY, AMAZING LECTURES, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, TEST HEAVY, ACCESSIBLE OUTSIDE CLASS"
"DIGESER, ELIZABETH",2.8,3.7,111,48%,https://www.ratemyprofessors.com/professor/464938,History,"GET READY TO READ, LECTURE HEAVY, TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GRADED BY FEW THINGS, GET READY TO READ, LECTURE HEAVY, GET READY TO READ, PARTICIPATION MATTERS"
"BERNT, CHRISTOPHER",2.9,3.7,89,50%,https://www.ratemyprofessors.com/professor/2184986,Chemistry,"TEST HEAVY, LOTS OF HOMEWORK, TOUGH GRADER, PARTICIPATION MATTERS, GRADED BY FEW THINGS, LOTS OF HOMEWORK, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LECTURE HEAVY, TOUGH GRADER, LOTS OF HOMEWORK, LOTS OF HOMEWORK, CARING, ONLINE SAVVY"
"WARE, RUDOLPH",3.3,2.9,28,57%,https://www.ratemyprofessors.com/professor/2499604,History,"AMAZING LECTURES, LECTURE HEAVY, GRADED BY FEW THINGS, GET READY TO READ, INSPIRATIONAL, GET READY TO READ, AMAZING LECTURES, LECTURE HEAVY, AMAZING LECTURES, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, LECTURE HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, LECTURE HEAVY"
"SANTIAGO, MARVIN",1.3,4.7,9,,https://www.ratemyprofessors.com/professor/3143978,Chemistry,"TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, TEST HEAVY, TOUGH GRADER, TEST HEAVY, GRADED BY FEW THINGS"
"RIOS, VICTOR",4.1,2.0,98,66%,https://www.ratemyprofessors.com/professor/1253214,Sociology,"RESPECTED, INSPIRATIONAL, GET READY TO READ, EXTRA CREDIT, AMAZING LECTURES, PARTICIPATION MATTERS, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS, GET READY TO READ, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, CARING, TOUGH GRADER, GRADED BY FEW THINGS, AMAZING LECTURES, CARING, RESPECTED"
"WATTS, ANDREW",4.0,1.8,4,75%,https://www.ratemyprofessors.com/professor/2665675,Music,"AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, HILARIOUS, HILARIOUS, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, CARING, GIVES GOOD FEEDBACK, CLEAR GRADING CRITERIA, CARING"
"RIOUX, MATT",4.4,3.0,35,80%,https://www.ratemyprofessors.com/professor/2265040,Geology,"CARING, RESPECTED, LECTURE HEAVY, AMAZING LECTURES, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA"
"ANDREA, BERNADETTE",4.1,2.9,24,70%,https://www.ratemyprofessors.com/professor/2386798,English,"GET READY TO READ, PARTICIPATION MATTERS, AMAZING LECTURES, INSPIRATIONAL, CARING, GET READY TO READ, INSPIRATIONAL, RESPECTED, GET READY TO READ, CLEAR GRADING CRITERIA, LECTURE HEAVY, SO MANY PAPERS, GET READY TO READ, LOTS OF HOMEWORK, SO MANY PAPERS, PARTICIPATION MATTERS, AMAZING LECTURES, CARING"
"LOKSHTANOV, DANIEL",3.7,4.1,20,60%,https://www.ratemyprofessors.com/professor/2469933,Computer Science,"LECTURE HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, LOTS OF HOMEWORK, TOUGH GRADER, GRADED BY FEW THINGS, AMAZING LECTURES, CARING, GRADED BY FEW THINGS, LECTURE HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, LECTURE HEAVY, GRADED BY FEW THINGS"
"AFARY, JANET",3.8,2.6,14,80%,https://www.ratemyprofessors.com/professor/1422158,Religion,"GET READY TO READ, LECTURE HEAVY, GRADED BY FEW THINGS, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, RESPECTED, ACCESSIBLE OUTSIDE CLASS, TEST HEAVY, GRADED BY FEW THINGS"
"BOYLAND, PETER",1.9,4.4,20,15%,https://www.ratemyprofessors.com/professor/3003411,Computer Science,"LOTS OF HOMEWORK, TOUGH GRADER, GRADED BY FEW THINGS, GET READY TO READ, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, INSPIRATIONAL, GRADED BY FEW THINGS, GET READY TO READ, AMAZING LECTURES, ACCESSIBLE OUTSIDE CLASS"
"MCDONALD, KATE",4.5,2.3,20,90%,https://www.ratemyprofessors.com/professor/2182410,History,"GET READY TO READ, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, CARING, LECTURE HEAVY, GET READY TO READ, CLEAR GRADING CRITERIA, CARING, GET READY TO READ, CLEAR GRADING CRITERIA, CARING, GET READY TO READ, CLEAR GRADING CRITERIA, LOTS OF HOMEWORK, GET READY TO READ, GIVES GOOD FEEDBACK, GET READY TO READ, CLEAR GRADING CRITERIA, CARING"
"VIGNA, GIOVANNI",3.8,4.1,7,50%,https://www.ratemyprofessors.com/professor/1264467,Computer Science,"GROUP PROJECTS, LOTS OF HOMEWORK, SO MANY PAPERS, GROUP PROJECTS, SO MANY PAPERS, LOTS OF HOMEWORK"
"BIBILASHVILI, TENGIZ",4.6,3.2,85,96%,https://www.ratemyprofessors.com/professor/1831205,Physics,"CARING, HILARIOUS, AMAZING LECTURES, RESPECTED, INSPIRATIONAL, AMAZING LECTURES, CARING, CARING, LECTURE HEAVY, TEST HEAVY, INSPIRATIONAL, CARING, AMAZING LECTURES, CARING, ACCESSIBLE OUTSIDE CLASS"
"NARANG, NEIL",4.8,3.1,60,98%,https://www.ratemyprofessors.com/professor/1983498,Political Science,"RESPECTED, AMAZING LECTURES, GET READY TO READ, CARING, HILARIOUS, AMAZING LECTURES, HILARIOUS, RESPECTED, GET READY TO READ, AMAZING LECTURES, HILARIOUS, AMAZING LECTURES, INSPIRATIONAL, CARING, RESPECTED, GIVES GOOD FEEDBACK"
"NATHAN, JON",2.4,3.2,32,34%,https://www.ratemyprofessors.com/professor/653777,Music,"TOUGH GRADER, PARTICIPATION MATTERS, CLEAR GRADING CRITERIA, GET READY TO READ, GIVES GOOD FEEDBACK, TOUGH GRADER, GET READY TO READ, PARTICIPATION MATTERS, LOTS OF HOMEWORK"
"PHILLIPS, MARION",5.0,2.8,4,100%,https://www.ratemyprofessors.com/professor/2807649,French,"CARING, GROUP PROJECTS, ONLINE SAVVY, PARTICIPATION MATTERS, AMAZING LECTURES, LOTS OF HOMEWORK, CARING, ONLINE SAVVY, GROUP PROJECTS, CARING, ONLINE SAVVY, GROUP PROJECTS, AMAZING LECTURES, CARING, PARTICIPATION MATTERS, CARING, RESPECTED"
"NERELLA, TEJASWI",3.7,4.0,3,66%,https://www.ratemyprofessors.com/professor/3015715,Physics,"GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING, ACCESSIBLE OUTSIDE CLASS"
"FLANAGIN, ANDREW",3.6,4.0,148,56%,https://www.ratemyprofessors.com/professor/23375,Communication,"GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, RESPECTED, TEST HEAVY, AMAZING LECTURES, HILARIOUS, ACCESSIBLE OUTSIDE CLASS, AMAZING LECTURES, INSPIRATIONAL, RESPECTED, CLEAR GRADING CRITERIA, INSPIRATIONAL, RESPECTED, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, AMAZING LECTURES, INSPIRATIONAL, RESPECTED"
"SANDER, HENRY",3.6,4.0,101,100%,https://www.ratemyprofessors.com/professor/123024,Economics,"TOUGH GRADER, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, RESPECTED, AMAZING LECTURES, GIVES GOOD FEEDBACK, INSPIRATIONAL, TOUGH GRADER, RESPECTED, LECTURE HEAVY"
"AFIFI, TAMMY",4.3,2.8,38,70%,https://www.ratemyprofessors.com/professor/954206,Communication,"AMAZING LECTURES, CARING, TOUGH GRADER, CLEAR GRADING CRITERIA, PARTICIPATION MATTERS, TOUGH GRADER, AMAZING LECTURES, CARING, AMAZING LECTURES, RESPECTED, GRADED BY FEW THINGS, PARTICIPATION MATTERS, CARING, ACCESSIBLE OUTSIDE CLASS"
"MYERS, KAREN",4.2,2.4,34,70%,https://www.ratemyprofessors.com/professor/995360,Communication,"BEWARE OF POP QUIZZES, AMAZING LECTURES, CLEAR GRADING CRITERIA, CARING, TOUGH GRADER, AMAZING LECTURES, CLEAR GRADING CRITERIA, INSPIRATIONAL, BEWARE OF POP QUIZZES, CLEAR GRADING CRITERIA, BEWARE OF POP QUIZZES, CARING, AMAZING LECTURES, CLEAR GRADING CRITERIA, BEWARE OF POP QUIZZES"
"FEIZ, AAZAM",5.0,1.7,17,100%,https://www.ratemyprofessors.com/professor/2475022,Religious Studies,"CARING, AMAZING LECTURES, INSPIRATIONAL, RESPECTED, PARTICIPATION MATTERS, INSPIRATIONAL, CARING, ACCESSIBLE OUTSIDE CLASS, CLEAR GRADING CRITERIA, CARING, RESPECTED, INSPIRATIONAL, CARING, RESPECTED, AMAZING LECTURES, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, AMAZING LECTURES, GIVES GOOD FEEDBACK, CARING"
"COTICH, CRAIG",4.2,2.9,49,66%,https://www.ratemyprofessors.com/professor/409817,Writing,"TOUGH GRADER, GIVES GOOD FEEDBACK, PARTICIPATION MATTERS, RESPECTED, CARING, AMAZING LECTURES, CARING, RESPECTED, PARTICIPATION MATTERS, CARING, ACCESSIBLE OUTSIDE CLASS, TOUGH GRADER, LOTS OF HOMEWORK"
"WYSS, ANDY",2.8,3.8,27,29%,https://www.ratemyprofessors.com/professor/2381552,Geology,"TEST HEAVY, TOUGH GRADER, GRADED BY FEW THINGS, LECTURE HEAVY, CARING, LECTURE HEAVY, TEST HEAVY, GRADED BY FEW THINGS, TOUGH GRADER, GRADED BY FEW THINGS, TOUGH GRADER, LECTURE HEAVY, TEST HEAVY, TOUGH GRADER, CARING, LECTURE HEAVY"
